col0,col1,col2,col3,col4
Santander Brasil,sociedade anónima,Brazil,financial services,Santander
Itaú Unibanco,S.A.,Brazil,financial services,Itaúsa
The Master Trust Bank of Japan,kabushiki gaisha,Japan,investment bank,Mitsubishi UFJ Financial Group
N M Rothschild & Sons,public limited company,United Kingdom,financial services,Rothschild & Co
SEB Pank,public limited company,Estonia,financial services,SEB Group
Komerční banka,akciová společnost,Czech Republic,financial services,Society General
Gazprombank,joint-stock company,Russia,financial services,Gazprom
Popular Bank of Milan,joint-stock company,Italy,financial services,BPM Bank
MUFG Bank,kabushiki gaisha,Japan,financial services,Mitsubishi UFJ Financial Group
Banca Fideuram,S.p.A.,Italy,Finance,Intesa Sanpaolo
Citibank,public company,United States of America,financial services,Citigroup
