col0,col1,col2
Toyama Chihō Railway,1943-01-01,kabushiki gaisha
Nishi-Nippon Railroad,1908-12-17,kabushiki gaisha
Okayama Electric Tramway,1910-05-21,kabushiki gaisha
Kanto Railway,1922-09-03,kabushiki gaisha
Fuji Kyuko,1926-09-18,kabushiki gaisha
Oita Transportation,1927-06-01,kabushiki gaisha
Showa Bus,1937-09-11,kabushiki gaisha
Dr. Richard,1942-01-01,GmbH & Co. KG
Regionalverkehr Oberbayern,1976-01-01,GmbH
OVG Güstrow,1990-08-17,GmbH
In-der-City-Bus,1992-01-01,GmbH
Griensteidl,1949-01-01,GmbH
Dublin Bus,1987-02-02,Limited Company
Regional Bus and Rail Company of Ticino,1909-01-01,state-owned enterprise
Autolinee Regionali Pubbliche Abruzzesi,1978-01-01,joint-stock company
Autolinee Romano,1922-01-01,joint-stock company
London Buses,1999-01-01,limited company
Nordlandsbuss,2001-12-05,aksjeselskap
Kamogawa Nitto Bus,1994-04-25,kabushiki gaisha
Tateyama Nitto Bus,1994-04-25,kabushiki gaisha
