col0,col1,col2
Evensk Urban Okrug,1968,Evensk
Ust-Omchug Urban Okrug,3995,Ust-Omchug
Palana Village,2920,Palana
Yurga Urban Okrug,81759,Yurga
Shuya Urban Okrug,58114,Shuya
Shadrinsk Urban Okrug,75348,Shadrinsk
Chapayevsk Urban Okrug,72778,Chapayevsk
Fokino Urban Okrug,12938,Fokino
City of Ust-Ilimsk,81976,Ust-Ilimsk
Municipal Formation of the City of Usolye-Sibirskoye,77407,Usolye-Sibirskoye
Teykovo Urban Okrug,32511,Teykovo
Starodub Urban Okrug,18615,Starodub
Seltso Urban Okrug,16554,Seltso
Municipal Formation of the City of Svirsk,12945,Svirsk
City of Sayansk,38968,Sayansk
Sarov Urban Okrug,95388,Sarov
Closed Town of Raduzhny,18471,Raduzhny
Prokopyevsk Urban Okrug,194084,Prokopyevsk
Pravdinsk Urban Okrug,19057,Pravdinsk
Obninsk Urban Okrug,115029,Obninsk
