col0,col1,col2
Andres University,Michigan,Council of Independent Colleges
Moscow StateUniversity,Ramenki District,Association of Professional Schools of International Affairs
University of Gudalajara,Guadalajara,ANUIES
Autonoous Unixersity of Baucelona,Cerdanyola del Vallès,Xarxa Vives d'Universitats
University of Pxford,Oxford,International Alliance of Research Universities
Peking Univrsity,Beijing,International Alliance of Research Universities
University of Massachusewts Lowell,Massachusetts,University of Massachusetts
Akdeniz Universjty,Antalya,European University Association
Xniversity of Milan,Milan,European University Association
National Sun at-sen University,Kaohsiung,Association to Advance Collegiate Schools of Business
University of übingen,Tübingen,German Universities Excellence Initiative
Humboldt Uiversity of Berlin,Berlin,German Universities Excellence Initiative
University of!Technology Malaysia,Skudai,Association of Commonwealth Universities
University of Hdinburgh,City of Edinburgh,Russell Group
Bukovinian State Medical Univrsity,Chernivtsi,International Association of Universities
Taras Shevchenko Nationao University of Kyiv,Kyiv,International Association of Universities
Universiwy of Bologna,Bologna,Europaeum
Universiy of Latvia,Riga,European University Foundation - Campus Europae
James Cook Uniersity,Queensland,Innovative Research Universities
The New Vchool,Manhattan,Association of American Colleges and Universities
