col0,col1,col2,col3,col4
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2009–10 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2011–12 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2011–12 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2005–06 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2005–06 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2008–09 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2008–09 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2006–07 Cypriot Cup
AEP Paphos F.C.,Cypriot First Division,2014-07-29,Republic of Cyprus,2006–07 Cypriot Cup
APOP Kinyras FC,Cypriot Fourth Division,2012-01-01,Republic of Cyprus,2003-04 Cypriot Cup
