col0,col1,col2,col3
EC Raismes Petite-Forêt 2015,EC Raismes Petite-Forêt 2014,2015-01-01,EC Raismes Petite-Forêt
African Wildlife Safaris 2013,African Wildlife Safaris 2012,2013-01-01,African Wildlife Safaris
BMC Development 2015,BMC Development 2014,2015-01-01,BMC Development
VC Rouen 76 2015,VC Rouen 76 2014,2015-01-01,VC Rouen 76
UC Nantes Atlantique 2015,UC Nantes Atlantique 2014,2015-01-01,UC Nantes Atlantique
Sojasun espoir-ACNC 2015,Sojasun espoir-ACNC 2014,2015-01-01,Sojasun espoir-ACNC
Guidon chalettois 2015,Guidon chalettois 2014,2015-01-01,Guidon chalettois
ESEG Douai-Origine Cycles 2015,ESEG Douai 2014,2015-01-01,ESEG Douai-Origine Cycles
Côtes d'Armor-Marie Morin 2015,Côtes d'Armor-Marie Morin 2014,2015-01-01,Côtes d'Armor-Marie Morin
CC Nogent-sur-Oise 2015,CC Nogent-sur-Oise 2014,2015-01-01,CC Nogent-sur-Oise
BIC 2000 2015,BIC 2000 2014,2015-01-01,BIC 2000
RH+ Polartec-Fundación Alberto Contador 2016,Specialized-Fundación Alberto Contador 2015,2016-01-01,Polartec-Fundación Alberto Contador
Home Solution-Anmapa-Soenens 2016,Home Solution-Anmapa 2015,2016-01-01,Home Solution-Anmapa-Soenens
Tops Antiek-Atom 6 2016,Atom 6-Tops Antiek 2015,2016-01-01,Tops Antiek-Atom 6
