col0,col1,col2,col3
Colegio Mayor Universitario Moncloa,1943-01-01,Spain,Complutense University of Madrid
Colegio Mayor Universitario Mendel,1968-10-01,Spain,Complutense University of Madrid
Colegio Mayor Universitario Jaime del Amo,1967-05-21,Spain,Complutense University of Madrid
Colegio Mayor Universitario Isabel de España,1956-01-01,Spain,Complutense University of Madrid
Colegio Mayor Universitario Elías Ahúja,1969-11-06,Spain,Complutense University of Madrid
Colegio Mayor Universitario Chaminade,1966-01-01,Spain,Complutense University of Madrid
Colegio Mayor Loyola (Madrid),1969-01-01,Spain,Complutense University of Madrid
Colegio Mayor Diego de Covarrubias,1952-01-01,Spain,Complutense University of Madrid
Colegio Mayor Antonio de Nebrija,1951-01-01,Spain,Complutense University of Madrid
Colegio Mayor Alcalá,1967-01-01,Spain,Complutense University of Madrid
Colegio Mayor Universitario San Juan Evangelista,1966-01-01,Spain,Complutense University of Madrid
Colegio Mayor Universitario Santa María de Europa,1947-11-23,Spain,Complutense University of Madrid
Colegio Mayor Universitario San Pablo,1951-03-07,Spain,CEU San Pablo University
