col0,col1,col2,col3
Jackyl,Jackyl,1991-01-01,Southern rock
Raised Fist,Raised Fist,1993-01-01,hardcore punk
Hanoi Rocks,Hanoi Rocks,1979-01-01,glam punk
Spooky Tooth,Spooky Tooth,1967-01-01,hard rock
Witch Hats,Witch Hats,2004-01-01,alternative rock
Danger Radio,Danger Radio,2003-01-01,alternative rock
Handsome,Handsome,1998-01-01,punk rock
Tantric,Tantric,1999-01-01,post-grunge
Dr. Hook & the Medicine Show,Dr. Hook and The Medicine Show,1968-01-01,rock music
"10,000 Maniacs","10,000 Maniacs",1981-01-01,alternative rock
Streetwalkers,Streetwalkers,1974-01-01,blues rock
"Emerson, Lake & Palmer","Emerson, Lake & Palmer",1970-01-01,progressive rock
