col0,col1,col2,col3
National Unity,christian democracy,2000-01-01,2008-01-01
Alliance for the Great Change,christian democracy,2010-12-01,2013-08-05
Pact for Italy,christian democracy,1994-01-01,1995-03-01
Communist Unity,federalism,1980-01-01,1980-01-01
Egyptian Bloc,social liberalism,2011-08-16,2012-09-01
Catalan Left Union,left-wing,1986-01-01,1987-01-01
Alliance of Progressives,left-wing,1994-02-01,1995-03-01
Catalan Agreement of Progress,social democracy,2000-01-01,2011-01-01
Patriotic Alliance for Change,social democracy,2007-01-01,2010-03-10
Left and Democrats,social democracy,2006-09-03,2008-04-01
Republican–Socialist Conjunction,socialism,1909-01-01,1919-12-01
