col0,col1,col2
Stalingrad Front,Soviet Armed Forces,Soviet Union
Kalinin Front,Soviet Armed Forces,Soviet Union
Steppe Front,Soviet Armed Forces,Soviet Union
Don Front,Soviet Armed Forces,Soviet Union
2nd Ukrainian Front,Soviet Armed Forces,Soviet Union
Northern Front,Soviet Armed Forces,Soviet Union
Bryansk Front,Soviet Armed Forces,Soviet Union
Transbaikal Front,Soviet Armed Forces,Soviet Union
Western Front,Soviet Armed Forces,Soviet Union
Ukrainian Front (1919),Soviet Armed Forces,Soviet Union
Volkhov Front,Soviet Armed Forces,Soviet Union
North Caucasian Front,Soviet Armed Forces,Soviet Union
1st Ukrainian Front,Soviet Armed Forces,Soviet Union
Oryol Front,Soviet Armed Forces,Soviet Union
Northwestern Front,Soviet Armed Forces,Soviet Union
3rd Baltic Front,Soviet Armed Forces,Soviet Union
2nd Belorussian Front,Soviet Armed Forces,Soviet Union
2nd Far Eastern Front,Soviet Armed Forces,Soviet Union
2nd Baltic Front,Soviet Armed Forces,Soviet Union
Central Front,Soviet Armed Forces,Soviet Union
