col0,col1,col2,col3
American Nazi Party,George Lincoln Rockwell,United States of America,George Lincoln Rockwell
İyi Party,Meral Akşener,Turkey,Meral Akşener
Ghad El-Thawra Party,Ayman Nour,Egypt,Ayman Nour
Left Socialist-Revolutionaries,Maria Spiridonova,Russia,Boris Kamkov
Bahujan Samaj Party,Mayawati,India,Kanshi Ram
Bangladesh Nationalist Party,Khaleda Zia,Bangladesh,Ziaur Rahman
Conservative Party,Theresa May,United Kingdom,Robert Peel
Pakistan Peoples Party,Bilawal Bhutto Zardari,Pakistan,Zulfiqar Ali Bhutto
Party of Hungarian Life,Pál Teleki,Kingdom of Hungary,Pál Teleki
People's Party,Nazim al-Kudsi,Syria,Nazim al-Kudsi
Sudan People's Liberation Movement,John Garang,South Sudan,John Garang
Popular Movement of the Revolution,Mobutu Sese Seko,Democratic Republic of the Congo,Mobutu Sese Seko
Khmer People's National Liberation Front,Son Sann,Cambodia,Son Sann
Party of Free Citizens,Petr Mach,Czech Republic,Petr Mach
Rexism,Léon Degrelle,Belgium,Léon Degrelle
Swiss People's Party,Toni Brunner,Switzerland,Christoph Blocher
Fatah,Mahmoud Abbas,State of Palestine,Yasser Arafat
Party of Socialists of the Republic of Moldova,Zinaida Greceanîi,Moldova,Valentin Crîlov
Social Democratic Party of Bosnia and Herzegovina,Zlatko Lagumdžija,Bosnia and Herzegovina,Nijaz Duraković
New Democracy,Antonis Samaras,Greece,Konstantinos Karamanlis
