col0,col1,col2,col3
Royal Order of the Sword,Sweden,Royal Order of the Seraphim,Order of the Sword - Commander Grand Cross
Order of the Cross of the Eagle,Estonia,Order of the White Star,1st Class of the Order of the Cross of the Eagle
Crosses of Military Merit,Spain,Medalla del Ejército,Cross of the Military Merit - Red Decoration
Crosses of Naval Merit,Spain,Medalla Naval,Cross of Naval Merit with red badge
Royal Order of the Sword,Sweden,Royal Order of the Seraphim,Commander of the Order of the Sword
Order of the Military Cross,Poland,Order of Polonia Restituta,Knight's Cross of the Order of the Military Cross
Order of Suvorov,Soviet Union,Order of Alexander Nevsky,"Order of Suvorov, 1st class"
Order of Kutuzov,Soviet Union,Order of Zhukov,"Order of Kutuzov, 1st class"
Order of the Cross of the Eagle,Estonia,Order of the White Star,3rd Class of the Order of the Cross of the Eagle
Order of the Red Eagle,Prussia,Order of the Black Eagle,Knight second class of the Order of the Red Eagle
"Order ""For Service to the Homeland in the Armed Forces of the USSR""",Soviet Union,Order of the Red Star,"Order ""For Service to the Homeland in the Armed Forces of the USSR"", 3rd class"
Order of the Patriotic War,Soviet Union,Order of Alexander Nevsky,Order of the Patriotic War 1st class
Order of the Red Eagle,Prussia,Order of the Black Eagle,Order of the Red Eagle 3rd Class
Military Merit Cross,Austria-Hungary,Order of the Iron Crown,Third Class Military Merit Cross
