col0,col1,col2
Bündnis Bürgerenergie e.V.,Germany,Berlin
Berliner Bibliophilen Abend,Germany,Berlin
Botanischer Verein von Berlin und Brandenburg,Germany,Berlin
Verein der Plakatfreunde,Germany,Berlin
Magnus-Hirschfeld-Gesellschaft,Germany,Berlin
Deutscher Dachverband für Psychotherapie,Germany,Berlin
Gesellschaft für Versicherungswissenschaft und -gestaltung e.V. Köln,Germany,Berlin
Verband der Landwirtschaftskammern,Germany,Berlin
Fussilet 33,Germany,Berlin
Islamische Gemeinschaft Milli Görüş,Germany,Kerpen
Internationale Ernst-Wiechert-Gesellschaft,West Germany,Dinslaken
Kundendienst-Verband Deutschland,Germany,Dorsten
Deutsche Numismatische Gesellschaft,Germany,Frankfurt am Main
Artes Iuventutis,Austria,Vienna
Verein Deutscher Bibliothekarinnen und Bibliothekare,Germany,Munich
German Society for Tropical Medicine and International Health,Germany,Hamburg
Internationale Walter Benjamin Gesellschaft,Germany,Hamburg
E.T.A. Hoffmann-Gesellschaft,Germany,Bavaria
Verein für Geschichte der Stadt Nürnberg,Germany,Bavaria
Junge Landsmannschaft Ostdeutschland,Germany,Bavaria
