col0,col1,col2
Ostfalia University of Applied Sciences,1971-01-01,Library of the Ostfalia University of Applied Sciences
Leipzig University of Applied Science,1992-01-01,Library of the Leipzig University of Applied Sciences
University of Applied Sciences Dresden,1992-01-01,Library of the University of Applied Sciences Dresden
Rottenburg University of Applied Forest Sciences,1979-01-01,Library of Rottenburg University of Applied Forest Sciences
Ulm University of Applied Sciences,1971-01-01,Library of the Ulm University of Applied Sciences
Esslingen University of Applied Sciences,1868-01-01,Esslingen University of Applied Sciences (library)
College of Economics for Management,2011-01-01,Library of the College of Economics for Management
University of Applied Sciences Neu-Ulm,1994-01-01,Library of the University of Applied Sciences Neu-Ulm
University of Applied Sciences Würzburg-Schweinfurt,1971-01-01,Library of the University of Applied Sciences Würzburg-Schweinfurt
Eberswalde University for Sustainable Development,1830-01-01,Library of the Eberswalde University for Sustainable Development
