col0,col1,col2,col3,col4
1994 Japan national football team,1994-01-01,association football,Japan national football team,men's association football
1993 Japan national football team,1993-01-01,association football,Japan national football team,men's association football
1992 Japan national football team,1992-01-01,association football,Japan national football team,men's association football
1991 Japan national football team,1991-01-01,association football,Japan national football team,men's association football
1990 Japan national football team,1990-01-01,association football,Japan national football team,men's association football
1989 Japan national football team,1989-01-01,association football,Japan national football team,men's association football
1988 Japan national football team,1988-01-01,association football,Japan national football team,men's association football
1987 Japan national football team,1987-01-01,association football,Japan national football team,men's association football
1986 Japan national football team,1986-01-01,association football,Japan national football team,men's association football
1985 Japan national football team,1985-01-01,association football,Japan national football team,men's association football
1984 Japan national football team,1984-01-01,association football,Japan national football team,men's association football
1983 Japan national football team,1983-01-01,association football,Japan national football team,men's association football
1982 Japan national football team,1982-01-01,association football,Japan national football team,men's association football
