col0,col1,col2,col3,col4,col5
Chaldean Catholic Archeparchy of Mosul,Mosul,Iraq,1967-01-01,Michaeel Najeeb,monk
Chaldean Catholic Archeparchy of Kirkuk,Kirkuk,Iraq,1789-01-01,Yousif Thomas Mirkis,monk
Chaldean Catholic Archeparchy of Bagdad,Baghdad,Iraq,1553-04-30,Louis Raphaël I Sako,monk
Melkite Catholic Archeparchy of Aleppo,Homs,Syria,1724-01-01,Jean-Clément Jeanbart,monk
Armenian Catholic Archeparchy of Aleppo,Aleppo,Syria,1710-01-01,Boutros Marayati,monk
Chaldean Catholic Archeparchy of Kirkuk,Kirkuk,Iraq,1789-01-01,Yousif Thomas Mirkis,nun
Chaldean Catholic Archeparchy of Bagdad,Baghdad,Iraq,1553-04-30,Louis Raphaël I Sako,nun
Melkite Catholic Archeparchy of Aleppo,Homs,Syria,1724-01-01,Jean-Clément Jeanbart,nun
Syriac Catholic Archeparchy of Aleppo,Aleppo,Syria,1659-01-28,Denys Antoine Chahda,nun
Armenian Catholic Archeparchy of Aleppo,Aleppo,Syria,1710-01-01,Boutros Marayati,nun
Chaldean Catholic Archeparchy of Mosul,Mosul,Iraq,1967-01-01,Michaeel Najeeb,deacon
Chaldean Catholic Archeparchy of Kirkuk,Kirkuk,Iraq,1789-01-01,Yousif Thomas Mirkis,deacon
Melkite Catholic Archeparchy of Aleppo,Homs,Syria,1724-01-01,Jean-Clément Jeanbart,deacon
Syriac Catholic Archeparchy of Aleppo,Aleppo,Syria,1659-01-28,Denys Antoine Chahda,deacon
Armenian Catholic Archeparchy of Aleppo,Aleppo,Syria,1710-01-01,Boutros Marayati,deacon
