col0,col1,col2,col3,col4
canton of Bern,Aargau,administrative territorial entity,1034977,2
canton of Zürich,Baden-Württemberg,canton of Switzerland,1520968,2
Canton of Zug,Aargau,canton of Switzerland,126837,2
Canton of Solothurn,Alsace,canton of Switzerland,273194,2
Graubünden,Lombardy,canton of Switzerland,198379,2
Glarus,Uri,canton of Switzerland,40403,2
Canton of Geneva,Rhône-Alpes,canton of Switzerland,499480,2
canton of Bern,Aargau,canton of Switzerland,1034977,2
canton of Valais,Rhône-Alpes,canton of Switzerland,343955,2
Canton of Vaud,Rhône-Alpes,canton of Switzerland,799145,2
Canton of Jura,Alsace,canton of Switzerland,73419,2
Canton of St. Gallen,Bavaria,canton of Switzerland,507697,2
Canton of Neuchâtel,Doubs,canton of Switzerland,176850,2
