col0,col1,col2
Biblioteca Pública del Estado en Soria,1935-01-01,Soria
Almería Public Library,1947-01-01,Almería
Biblioteca Pública del Estado en Burgos,1874-01-01,Burgos
Biblioteca Pública del Estado en Palma de Mallorca,1835-01-01,Palma
Valencian Library,1985-01-08,Valencia
Biblioteca del Museo de Prehistoria de Valencia,1927-01-01,Valencia
Public Library of Valencia,1979-01-01,Valencia
Biblioteca de Andalucía,1987-01-01,Granada
Granada Public Library,1933-01-01,Granada
Seville Public Library,1959-01-01,Seville
Córdoba Public Library,1842-01-01,Córdoba
Municipal Newspaper Library of Madrid,1916-01-01,Madrid
Biblioteca Regional Joaquín Leguina,1989-01-01,Madrid
Biblioteca Nacional de España,1711-12-29,Madrid
Pasila Library,1986-01-01,Helsinki
Biblioteca Balmes,1923-01-01,Barcelona
Albert Pérez Baró Public Library,1980-01-01,Barcelona
Biblioteca Poblenou,2009-01-01,Barcelona
Biblioteca Massana,1957-01-01,Barcelona
