col0,col1,col2,col3,col4
Heinkel,Rostock,aerospace manufacturer,1965-01-01,1922-01-01
Brandenburgische Motorenwerke,Berlin,Arms industry,1939-01-01,1936-01-01
ABC Motors,Hersham,automotive industry,1951-01-01,1912-01-01
Trojan,Croydon,automotive industry,1965-01-01,1914-01-01
Ambassador Motorcycles,Ascot,automotive industry,1964-01-01,1946-01-01
NSU,Neckarsulm,automotive industry,1969-08-21,1873-01-01
Maico,Ammerbuch,automotive industry,1983-01-01,1926-01-01
Baughan,Stroud,automotive industry,2003-01-01,1920-01-01
Automobiles Bernardet,Châtillon,automotive industry,1957-01-01,1921-01-01
Claude Delage,Clichy,automotive industry,1926-01-01,1925-01-01
SeAZ,Serpukhov,automotive industry,2013-01-01,1939-01-01
Griffon vehicles,Courbevoie,automotive industry,1955-01-01,1902-01-01
