col0,col1,col2
2017 Ricoh Open (men),2016 Ricoh Open (men),Association of Tennis Professionals
2017 Dubai Tennis Championships (men),2016 Dubai Tennis Championships (men),Association of Tennis Professionals
2017 Apia International Sydney,2016 Apia International Sydney (men),Association of Tennis Professionals
2017 ASB Classic (men),2016 ASB Classic (men),Association of Tennis Professionals
2017 Brisbane International (men),2016 Brisbane International (men),Association of Tennis Professionals
2016 ATP Shenzhen Open,2015 ATP Shenzhen Open,Association of Tennis Professionals
2001 Dubai Tennis Championships - Men,2000 Dubai Tennis Championships,Association of Tennis Professionals
2018 Western & Southern Open (women),2017 Western & Southern Open (women),Women's Tennis Association
2018 Citi Open (women),2017 Citi Open (women),Women's Tennis Association
2018 Nottingham Open (women),2017 Aegon Open Nottingham (women),Women's Tennis Association
2018 Rosmalen Grass Court Championships (women),2017 Ricoh Open (women),Women's Tennis Association
2018 ASB Classic (women),2017 ASB Classic (women),Women's Tennis Association
