col0,col1,col2
Communauté de communes Terres du Haut Berry,Cher,Communauté de communes des Hautes Terres en Haut Berry
communauté de communes Terre d'Eau,Vosges,Association of Bulgnéville communes between Xaintois and Bassigny
communauté de communes Sidobre Vals et Plateaux,Tarn,communauté de communes Sidobre Val d'Agout
Communauté de communes Pays Fort Sancerrois Val de Loire,Cher,Communauté de communes Cœur du Pays Fort
"Communauté de communes Chénérailles, Auzances/Bellegarde et Haut Pays Marchois",Creuse,Communauté de communes d'Auzances-Bellegarde
Communauté de communes de l'Ouest Vosgien,Vosges,Communauté de communes du Pays de Châtenois
Communauté de communes Creuse Confluence,Creuse,Communauté de communes du Pays de Boussac
Communauté de communes Terre de Picardie,Somme,Communauté de communes de Haute Picardie
Communauté de communes Champagne Boischauts,Indre,Communauté de communes de Champagne Berrichonne
Monts et Vallées Ouest Creuse,Creuse,Communauté de communes de Bénévent-Grand-Bourg
Communauté de communes Creuse Sud Ouest,Creuse,Communauté de communes Bourganeuf et Royère-de-Vassivière
Communauté de communes Loue-Lison,Doubs,Communauté de communes Amancey-Loue-Lison
Communauté de communes du Territoire Nord Picardie,Somme,Communauté de communes du Bocage et de l'Hallue
Communauté de communes Nièvre et Somme,Somme,Communauté de communes à l'Ouest d'Amiens
Communauté de communes Cœur de Berry,Cher,Communauté de communes des Vals de Cher et d'Arnon
Communauté de communes de Mirecourt Dompaire,Vosges,Communauté de communes du Secteur de Dompaire
Communauté de communes Lyons Andelle,Eure,Communauté de communes du canton de Lyons-la-Forêt
Communauté de communes Xaintrie Val'Dordogne,Corrèze,Communauté de communes du Canton de Mercœur
Communauté de communes de la Porte des Vosges Méridionales,Vosges,Communauté de communes des Vosges Méridionales
Communauté de communes des Lacs et Montagnes du Haut-Doubs,Doubs,Communauté de communes des Hauts du Doubs
