col0,col1,col2
Cairoli III Cabinet,Depretis IV Cabinet,1879-11-25
Minghetti II Cabinet,Depretis I Cabinet,1873-07-10
Giolitti I Cabinet,Crispi III Cabinet,1892-05-15
Crispi I Cabinet,Crispi II Cabinet,1887-07-29
Depretis VIII Cabinet,Crispi I Cabinet,1887-04-04
Cairoli II Cabinet,Cairoli III Cabinet,1879-07-14
Depretis III Cabinet,Cairoli II Cabinet,1878-12-19
Depretis II Cabinet,Cairoli I Cabinet,1877-12-26
Salandra II Cabinet,Boselli Cabinet,1914-11-05
Bonomi II Cabinet,Bonomi III Cabinet,1944-06-17
Giolitti V Cabinet,Bonomi I Cabinet,1920-06-15
Badoglio II Cabinet,Bonomi II Cabinet,1944-04-22
