col0,col1,col2
UVV Utrecht,Utrecht,1902-01-01
VV DOS,Utrecht,1901-01-01
Be Quick '28,Zwolle,1928-01-01
VV Berkum,Zwolle,1961-05-28
RAP,Amsterdam,1887-01-01
DHC Delft,Delft,1910-01-01
DZC '68,Doetinchem,1968-01-01
Ajax Sportman Combinatie,Oegstgeest,1892-06-01
CVV de Jodan Boys,Gouda,1934-01-01
ODIN '59,Heemskerk,1959-01-01
TOS-Actief,Amsterdam,1912-01-01
ASV-DWV,Amsterdam,1912-01-01
USV Hercules,Utrecht,1882-01-01
XerxesDZB,Rotterdam,1904-01-01
Sterk Door Combinatie Putten,Putten,1952-01-01
