col0,col1,col2,col3,col4
Bellerive FCJ Catholic College,Roman Catholic Archdiocese of Liverpool,Faithful Companions of Jesus,Liverpool,Roman Catholic
De La Salle Academy,Roman Catholic Archdiocese of Liverpool,Jean-Baptiste de La Salle,Liverpool,Roman Catholic
De La Salle School,Roman Catholic Archdiocese of Liverpool,Institute of the Brothers of the Christian Schools,Eccleston,Roman Catholic
The Cardinal Vaughan Memorial RC School,Roman Catholic Archdiocese of Westminster,"Henry Fitzalan-Howard, 15th Duke of Norfolk",Holland Park,Roman Catholic
Convent of Jesus & Mary RC,Roman Catholic Archdiocese of Westminster,Religious of Jesus and Mary,London Borough of Brent,Roman Catholic
The Cardinal Vaughan Memorial RC School,Roman Catholic Archdiocese of Westminster,"Henry Fitzalan-Howard, 15th Duke of Norfolk",Royal Borough of Kensington and Chelsea,Roman Catholic
De La Salle School,Roman Catholic Archdiocese of Liverpool,Institute of the Brothers of the Christian Schools,St Helens,Roman Catholic
Coloma Convent Girls' School,Roman Catholic Archdiocese of Southwark,Constant van Crombrugghe,London Borough of Croydon,Roman Catholic
Central Catholic High School,Roman Catholic Diocese of Peoria,Michael Weldon,Bloomington,Latin Church
St. Xavier High School,Roman Catholic Archdiocese of Cincinnati,Edward Fenwick,Springfield Township,Catholicism
