col0,col1,col2,col3,col4
Club Atlético Independiente,Superliga Argentina,1905-01-01,volleyball team,Estadio Libertadores de America
Boca Juniors,Superliga Argentina,1905-04-03,volleyball team,La Bombonera
Club Atlético River Plate,Superliga Argentina,1901-05-25,volleyball team,Estadio Monumental Antonio Vespucio Liberti
Berlin Recycling Volleys,Deutsche Volleyball-Bundesliga,1991-01-01,volleyball team,Max-Schmeling-Halle
All Boys,Primera B Nacional,1913-03-15,multi-sport club,Estadio Islas Malvinas
Boca Juniors,Superliga Argentina,1905-04-03,multi-sport club,La Bombonera
Club Atlético River Plate,Superliga Argentina,1901-05-25,multi-sport club,Estadio Monumental Antonio Vespucio Liberti
Club Sport Emelec,Ecuatorian Liga Pro,1929-04-28,baseball team,Estadio George Capwell
All Boys,Primera B Nacional,1913-03-15,association football club,Estadio Islas Malvinas
VfB Friedrichshafen,Landesliga Wuerttemberg,1909-01-01,association football club,Zeppelinstadion
Club Sport Emelec,Ecuatorian Liga Pro,1929-04-28,association football club,Estadio George Capwell
Club Atlético Independiente,Superliga Argentina,1905-01-01,association football club,Estadio Libertadores de America
Boca Juniors,Superliga Argentina,1905-04-03,association football club,La Bombonera
