col0,col1,col2,col3,col4
Christina Jewelry 2016,Julian Rammler,Stuttgart 2015,0711/Cycling 2017,Stefan Schumacher
2016 H&R Block,Mark Ernsting,H&R Block 2015,2017 H&R Block,Danick Vandale
Bicicletas Strongman 2017,Luis Alfonso Cely,Strongman-Campagnolo-Wilier 2016,Bicicletas Strongman 2018,Camilo Gómez
Rally 2016,Charles Aaron,Optum-Kelly Benefit Strategies 2015,Rally 2017,Brad Huff
Sindicato de Empleados Públicos de San Juan 2017,José Alberto Díaz,Sindicato de Empleados Públicos de San Juan 2016,Sindicato de Empleados Públicos de San Juan 2018,Andrei Sartassov
AGO-Aqua Service 2017,Christophe Duquesnoy,Color Code-Arden'Beef 2016,AGO-Aqua Service 2018,Norman Vahtra
Bliz-Merida 2016,Dennis Nystrand,Bliz-Merida 2015,Cyclesport.se-Memil 2017,Pierre Moncorgé
SEG Racing Academy 2016,Bart van Haaren,SEG Racing 2015,SEG Racing Academy 2017,Magnus Bak Klaris
Sharjah 2016,Abdul Aziz Al Noman,Sharjah 2015,Sharjah 2018,Abdelbasset Hannachi
Norda-MG.Kvis 2016,Demetrio Iommi,MG.Kvis-Vega 2015,Sangemini-MG.Kvis 2017,Michele Scartezzini
Burgos BH 2016,Julio Andrés Izquierdo,Burgos BH 2015,Burgos BH 2017,Jesús del Pino
Sparebanken Sør 2015,Kjell Karlsen,Sparebanken Sør 2014,Sparebanken Sør 2016,Vegard Robinson Bugge
Joker 2014,Birger Hungerholdt,Joker Merida 2013,Joker 2015,Vegard Robinson Bugge
Felbermayr Simplon Wels 2016,Daniel Repitz,Felbermayr Simplon Wels 2015,Felbermayr Simplon Wels 2017,Markus Eibegger
Color Code-Arden'Beef 2016,Stéphane Van Marcke,Color Code-Aquality Protect 2015,AGO-Aqua Service 2017,Rémy Mertz
Superano Ham-Isorex 2016,Peter Bauwens,Superano Ham-Isorex 2015,Tarteletto-Isorex 2017,Gorik Gardeyn
Cibel 2015,Gaspard Van Petegem,Cibel 2014,Cibel-Cebon 2016,Guy Smet
Armée de terre 2015,David Lima da Costa,Armée de terre 2014,Armée de terre 2016,Benoît Sinner
Ecuador 2015,Santiago Rosero,2014 Team Ecuador season,Ecuador 2016,Jaume Rovira
Marseille 13 KTM 2015,Frédéric Rostaing,La Pomme Marseille 13 2014,Delko-Marseille Provence-KTM 2016,Alexandre Blain
