col0,col1,col2,col3
Krastyo Sarafov National Academy for Theatre and Film Arts,Sofia,1948-01-01,Bulgaria
I. L. Caragiale National University of Theatre and Film,Bucharest,1954-01-01,Romania
"Academy of Theatre, Radio, Film and Television",Ljubljana,1945-01-01,Slovenia
Film and TV School of the Academy of Performing Arts in Prague,Prague,1946-01-01,Czech Republic
University of Television and Film Munich,Maxvorstadt,1966-07-19,Germany
Konrad Wolf Film University of Babelsberg,Potsdam,1954-01-01,Germany
Hamburg Media School,Hamburg-Nord,2003-01-01,Germany
Film Academy Baden-Württemberg,Ludwigsburg,1991-01-01,Germany
Billy Wilder Institute,Bonn,1998-01-01,Germany
Internationale filmschule köln,Cologne,2000-01-01,Germany
Academy of Media Arts Cologne,Cologne,1989-01-01,Germany
DEKRA Media University,Berlin,1997-01-01,Germany
