col0,col1,col2,col3,col4
Jean Moulin University - Lyon 3,Lyon,University of Lyon,Jacques Comby,France
Paris Diderot University,Paris,Sorbonne Paris Cité University (group),Christine Clerici,France
University of Nice Sophia-Antipolis,Nice,University Côte d'Azur (ComUE),Emmanuel Tric,France
University of Rouen,Mont-Saint-Aignan,Normandy University,Joël Alexandre,France
Paris 8 University,Saint-Denis,Paris Lumieres University,Annick Allaigre,France
Paris 12 Val de Marne University,Créteil,University of Paris-Est,Jean-Luc Dubois-Randé,France
Université de Versailles Saint-Quentin-en-Yvelines,Versailles,University of Paris-Saclay,Alain Bui,France
University of Nantes,Nantes,Brittany and Loire University,Olivier Laboux,France
University Toulouse - Jean Jaurès,Toulouse,Federal University of Toulouse Midi-Pyrénées,Daniel Lacroix,France
University of Western Brittany,Brest,Brittany and Loire University,Matthieu Gallou,France
University of Rennes 1,Rennes,Brittany and Loire University,David Alis,France
University of Rennes 2 - Upper Brittany,Rennes,Brittany and Loire University,Olivier David,France
