col0,col1,col2
2016 ASB Classic (women),2015 ASB Classic,Women's Tennis Association
2015 Western & Southern Open (women),2014 Western & Southern Open (women),Women's Tennis Association
2015 Rogers Cup (women),2014 Rogers Cup (women),Women's Tennis Association
2015 Swedish Open (women),2014 Swedish Open (women),Women's Tennis Association
du Maurier Open 2000 Men,1999 du Maurier Open (men),Association of Tennis Professionals
2016 China Open - Men,2015 China Open (men),Association of Tennis Professionals
2016 Western & Southern Open (men),2015 Western & Southern Open (men),Association of Tennis Professionals
2016 ASB Classic (men),2015 Heineken Open,Association of Tennis Professionals
2008 AIG Japan Open Tennis Championships – Men,2007 AIG Japan Open Tennis Championships – Men,Association of Tennis Professionals
2015 Kremlin Cup (men),2014 Kremlin Cup (men),Association of Tennis Professionals
2015 Citi Open (men),2014 Citi Open (men),Association of Tennis Professionals
