col0,col1,col2
Somalia national football team,158,men's association football
India national football team,94,men's association football
Saint Vincent and the Grenadines national football team,73,men's association football
Lesotho national football team,105,men's association football
Guinea-Bissau national football team,68,men's association football
Pakistan national football team,197,men's association football
Greece national football team,8,men's association football
Uruguay national football team,2,men's association football
Croatia national football team,34,men's association football
Botswana national football team,53,men's association football
Kosovo national football team,164,men's association football
Brazil national football team,1,men's association football
Argentina national football team,1,men's association football
France national football team,1,men's association football
England national football team,7,men's association football
Netherlands Antilles national football team,98,men's association football
Ecuador national football team,10,men's association football
Turks and Caicos Islands national football team,158,men's association football
Montserrat national football team,165,men's association football
Barbados national football team,124,men's association football
