col0,col1,col2,col3
North Alabama Lions,University of North Alabama,Braly Municipal Stadium,American football
Illinois State Redbirds,Illinois State University,Hancock Stadium,basketball
Montana Grizzlies and Lady Griz,University of Montana,Washington–Grizzly Stadium,basketball
Northern Kentucky Norse,Northern Kentucky University,BB&T Arena,basketball
Robert Morris Colonials,Robert Morris University,Joe Walton Stadium,basketball
Tennessee–Martin Skyhawks,University of Tennessee at Martin,Graham Stadium,basketball
Arkansas–Pine Bluff Golden Lions,University of Arkansas at Pine Bluff,Golden Lion Stadium,basketball
Incarnate Word Cardinals,University of the Incarnate Word,Gayle and Tom Benson Stadium,basketball
Lafayette Leopards,Lafayette College,Fisher Field,basketball
Chattanooga Mocs,University of Tennessee at Chattanooga,Finley Stadium,basketball
Murray State Racers,Murray State University,CFSB Center,basketball
Hampton Pirates,Hampton University,Armstrong Stadium,basketball
Colgate Raiders,Colgate University,Andy Kerr Stadium,basketball
North Carolina A&T Aggies,North Carolina Agricultural and Technical State University,Aggie Stadium,basketball
Florida A&M Rattlers and Lady Rattlers,Florida A&M University,Bragg Memorial Stadium,baseball
Delaware State Hornets,Delaware State University,Alumni Stadium,baseball
Cal Poly Mustangs,California Polytechnic State University,Alex G. Spanos Stadium,association football
Wake Forest Demon Deacons,Wake Forest University,BB&T Field,association football
Tennessee Tech Golden Eagles,Tennessee Technological University,Tucker Stadium,basketball
Bryant Bulldogs,Bryant University,Bulldog Stadium,basketball
