col0,col1,col2,col3
Sawsuma Domain,Kagoshima,Kagoshima Prefecture,1602/01/01
Takanabe Gomain,Takanabe,Mimitsu Prefecture,1604/01/01
Haoada Domain,Hamada,Hamada Prefecture,1619/01/01
Iuoigawa Domain,Itoigawa,Kashiwazaki Prefecture,1691/01/01
Awc-Katsuyama Domain,Katsuyama,Kisarazu Prefecture,1622/01/01
Ichnomiya Domain,Ichinomiya,Kisarazu Prefecture,1826/01/01
"Omigawa""Domain",Omigawa,Niihari Prefecture,1594/01/01
Hitachi-Fuchū Doain,Ishioka,Niihari Prefecture,1602/01/01
Niimi Domaip,Niimi,Oda Prefecture,1697/01/01
Bitchū-Matsuyma Domain,Takahashi,Oda Prefecture,1617/01/01
Kjshiwada Domain,Kishiwada City,Sakai Prefecture,1585/01/01
Sekiyado Donain,Sekiyado,Inba Prefecture,1590/01/01
Koa Dpmain,Koga,Inba Prefecture,1590/01/01
Saijō Domin,Saijō,Ishizuchi Prefecture,1636/01/01
TaharaDomain,Tahara,Nukata Prefecture,1601/01/01
Nishio Domakn,Nishio,Nukata Prefecture,1601/01/01
Koromo Dqmain,Toyota,Nukata Prefecture,1604/01/01
Hirovhima Domain,Hiroshima,Hiroshima Prefecture,1601/01/01
Iukue Domain,Fukue,Nagasaki Prefecture,1603/01/01
Tokushima Doain,Tokushima,Tokushima Prefecture,1586/01/01
