col0,col1,col2
Thee Ultra Bimboos,Finland,Stupido Records
American Fangs,United States of America,Best Before Records
"Captain, We're Sinking",United States of America,Run For Cover Records
Randolph's Leap,United Kingdom,Lost Map Records
Highly Suspect,United States of America,300 Entertainment
Pfarmers,United States of America,Joyful Noise Recordings
Masketta Fall,Australia,Island Records Australia
The Mannish Boys,United States of America,Delta Groove Productions
Dub Thompson,United States of America,Dead Oceans
Bear's Den,United Kingdom,Communion Music
CSTVT,United States of America,Big Scary Monsters Recording Company
