col0,col1,col2
"Embassy of Vietnam, Berlin","Embassy of Germany, Hanoi",Germany
"Embassy of Japan, Berlin","Embassy of Germany, Tokyo",Germany
"Embassy of Hungary, Berlin","Embassy of Germany, Budapest",Germany
"Embassy of Japan, Montevideo","Embassy of Uruguay, Tokyo",Uruguay
"Embassy of Ukraine, Warsaw","Embassy of Poland, Kiev",Poland
"Embassy of Turkey, Budapest","Hungarian embassy,  Ankara",Hungary
"Embassy of the United States, Tokyo","Embassy of Japan, Washington, D.C.",Japan
"Embassy of Ukraine, London","Embassy of the United Kingdom, Kiev",United Kingdom
"Embassy of Poland, Vienna","Embassy of Austria, Warsaw",Austria
"Embassy of Canada, Budapest","Embassy of Hungary, Ottawa",Hungary
"Embassy of Canada, Tokyo","Embassy of Japan, Ottawa",Japan
"Embassy of Japan, Seoul","Embassy of South Korea, Tokyo",South Korea
"Embassy of Japan, Kyiv","Embassy of Ukraine, Tokyo",Ukraine
"Embassy of Hungary, Kiev","Embassy of Ukraine, Budapest",Ukraine
"Embassy of the People's Republic of China, Kiev","Embassy of Ukraine, Beijing",Ukraine
"Embassy of Georgia, Kiev","Embassy of Ukraine, Tbilisi",Ukraine
"Embassy of Austria, Kiev","Embassy of Ukraine, Vienna",Ukraine
"Embassy of Poland, Kiev","Embassy of Ukraine, Warsaw",Ukraine
"Embassy of South Korea, Berlin","Embassy of Germany, Seoul",Germany
"Embassy of Spain, Berlin","Embassy of Germany, Madrid",Germany
Embassy of France in Berlin,"Embassy of Germany, Paris",Germany
"Embassy of the People's Republic of China, Berlin","German Embassy, Beijing",Germany
"Embassy of Russia, Berlin","Embassy of Germany, Moscow",Germany
"Embassy of Turkey, Moscow",Embassy of Russia in Ankara,Russia
"Embassy of France, Vienna",Embassy of Austria in Paris,Austria
"Embassy of Finland, Budapest","Hungarian embassy, Helsinki",Hungary
"Embassy of the United Kingdom, Budapest","Embassy of Hungary, London",Hungary
"Embassy of the United States, Budapest","Embassy of Hungary, Washington, D.C.",Hungary
