col0,col1,col2,col3
Oslo Sporveier,business,aksjeselskap,1924-04-28
Ruter,business,aksjeselskap,2007-10-23
Agder Kollektivtrafikk,Transit district,aksjeselskap,2007-09-14
Movia,Transit district,partnership,2007-01-01
Nordjyllands Trafikselskab,Transit district,partnership,2007-01-01
Verkehrsverbund Warnow,Transit district,GmbH,1997-02-27
Verkehrsverbund Vogtland,Transit district,Gesellschaft mit beschränkter Haftung,2004-01-01
Verkehrsverbund Ost-Region,Transit district,Gesellschaft mit beschränkter Haftung,1974-09-04
Verkehrsverbund Oberlausitz-Niederschlesien,Transit district,GmbH,2005-07-01
Verkehrs- und Tarifverbund Stuttgart,Transit district,GmbH,1977-12-22
