col0,col1,col2,col3,col4
AFC Kairat,Kazakhstan,Kazakhstani Futsal Championship,futsal,Almaty
Luparense Calcio a 5,Italy,Serie A,futsal,San Martino di Lupari
Marca Futsal,Italy,Serie A,futsal,Castelfranco Veneto
Nidaros Futsal,Norway,NFF Futsal Eliteserie,futsal,Trondheim
Skövde AIK,Sweden,Swedish Football Division 2,futsal,Skövde
FC Litija,Slovenia,Slovenian Futsal League,futsal,Litija Municipality
Caja Segovia FS,Spain,Primera División de Futsal,futsal,Segovia
Playas Club Deportivo Castellón FS,Spain,Segunda División de Futsal,futsal,Castelló de la Plana
Santiago Futsal,Spain,Primera División de Futsal,futsal,Santiago de Compostela
Real Rieti Calcio a 5,Italy,Serie A,futsal,Rieti
Leis 26 Pontevedra FS,Spain,Tercera División de Futsal,futsal,Pontevedra
El Pozo Murcia FS,Spain,Primera División de Futsal,futsal,Murcia
Nagoya Oceans,Japan,F. League,futsal,Nagoya
Prone Lugo AD,Spain,Primera División de Futsal,futsal,Lugo
AD Sala 10,Spain,Primera División de Futsal,futsal,Zaragoza
