col0,col1,col2
Mouvement Jeunes Communistes de France,France,place du Colonel-Fabien
Workers' Youth League,Norway,Youngstorget
Junge Volkspartei,Austria,Lichtenfelsgasse
Free German Youth,German Democratic Republic,Karl-Liebknecht-Haus
Democratic Youth League of Japan,Japan,Shibuya
Tibetan Youth Congress,Tibet,Dharamshala
Génération Nation,France,Nanterre
Young Democrats,Netherlands,The Hague
Young Green!,Belgium,Anderlecht
Maulets,Spain,Mataró
Collectives of Communist Youth,Spain,Madrid
Socialist German Workers Youth,Germany,Essen
Jovent Republica,Spain,Barcelona
DWARS,Germany,Utrecht
Komsomol,Soviet Union,Moscow
Nashi,Russia,Moscow
Comac (youth movement),Belgium,Brussels
Green Youth,Germany,Berlin
Young Communist League,United Kingdom,Ruskin House
Meretz Youth,Israel,Tel Aviv
