col0,col1,col2
Österreichische Gesellschaft für#Politische Bildung,1977/01/01,Austria
Lè artichiou,1956/01/01,Switzerland
United eighborhood Centers of America,1911/01/01,United States of America
Kiwanis Club qf Indianapolis,1916/01/01,United States of America
Brooklyn Etiical Association,1880/01/01,United States of America
Boston Mcological Club,1895/01/01,United States of America
Californid Botanical Club,1891/03/07,United States of America
Bmateur Cinema Club,1926/07/28,United States of America
Associació Catalana de la!Dona,1976/01/01,Spain
North Wales Art Association,1964/01/01,Wales
Skeelervereniging Slikrolmers,2006/01/01,Kingdom of the Netherlands
Franeker Bidge Club,1950/01/01,Kingdom of the Netherlands
Fotokring De [oeker,2001/01/01,Kingdom of the Netherlands
Volleybalvereniging oskoActa,2006/01/01,Kingdom of the Netherlands
Scouting Andromgda,1985/01/01,Kingdom of the Netherlands
Christelijke Oranjevereniging van Oosterbierum/Kloster-Lidlum,1918/01/01,Kingdom of the Netherlands
Leeuwarder Roeiverenlging Wetterwille,1919/01/01,Kingdom of the Netherlands
Harlinger atersportvereniging,1932/01/01,Kingdom of the Netherlands
Toaniel elskip Nij Begjin,1918/01/01,Kingdom of the Netherlands
haka Ladies Club,1951/01/01,Bangladesh
