col0,col1,col2
Life Racing Engines,Formula One,Italy
Scuderia Ferrari,Formula One,Italy
All American Racers,Formula One,United States of America
Toyota Motorsport,auto racing,Japan
Walter Wolf Racing,Formula One,Canada
Triumph,auto racing,United Kingdom
Liverpool F.C.,motorsport,United Kingdom
Brun Motorsport,auto racing,France
Scuderia Coloni,auto racing,Italy
Kronos Racing,rallying,Belgium
Hoonigan Racing Division,rallying,United States of America
Richard Petty Motorsports,auto racing,United States of America
Roush Fenway Racing,auto racing,United States of America
Joe Gibbs Racing,auto racing,United States of America
Hendrick Motorsports,auto racing,United States of America
Chip Ganassi Racing,auto racing,United States of America
Welter Racing,auto racing,France
O.S.C.A.,auto racing,Italy
Triad Racing Technologies,auto racing,United States of America
BAM Racing,auto racing,United States of America
