col0,col1,col2
Springfield Falcons,2016-01-01,ice hockey
Houston Aeros,2013-01-01,ice hockey
Pittsburgh Pirates,1930-01-01,ice hockey
Quebec Bulldogs,1920-01-01,ice hockey
Troy Sabres,1987-01-01,ice hockey
Lincoln Park Patriots,1989-01-01,ice hockey
Manchester Storm,2002-01-01,ice hockey
Norfolk Admirals,2015-01-01,ice hockey
Seattle Seahawks,1941-01-01,ice hockey
Florida Seals,2007-01-01,ice hockey
HC Lev Praha,2014-01-01,ice hockey
Minneapolis Millers,1950-01-01,ice hockey
Minneapolis Millers,1963-01-01,ice hockey
Spokane Canaries,1917-01-01,ice hockey
Portland Rosebuds,1928-01-01,ice hockey
Virginia Lancers,1990-01-01,ice hockey
Narva PSK,2010-01-01,ice hockey
Ratinger Löwen,1997-01-01,ice hockey
Trois-Rivières Draveurs,1992-01-01,ice hockey
Springfield Indians,1994-01-01,ice hockey
Detroit Falcons,1996-01-01,ice hockey
Dayton Jets,1987-01-01,ice hockey
Danville Fighting Saints,1989-01-01,ice hockey
Jacksonville Barracudas,2008-01-01,ice hockey
Cleveland Barons,1973-01-01,ice hockey
Charlotte Checkers,2010-01-01,ice hockey
Charlotte Checkers,1977-01-01,ice hockey
Philadelphia Quakers,1931-01-01,ice hockey
CH Gel Barcelona,1986-01-01,ice hockey
CH Gasteiz,2009-01-01,ice hockey
CH Casco Viejo Bilbao,1986-01-01,ice hockey
HK Alfa,2009-01-01,ice hockey
CH Boadilla,1990-01-01,ice hockey
CH Madrid,2006-01-01,ice hockey
HK Riga 2000,2009-01-01,ice hockey
Indianapolis Capitals,1952-01-01,ice hockey
Kansas City Scouts,1976-01-01,ice hockey
ASK/Ogre,2009-01-01,ice hockey
LTC Praha,1964-01-01,tennis
HC Milano,1956-01-01,ice hockey
Montreal Roadrunners,1997-01-01,ice hockey
Atlant Moscow Oblast,2015-01-01,ice hockey
St. Louis Eagles,1935-01-01,ice hockey
Binghamton Whalers,1990-01-01,ice hockey
