col0,col1,col2
Fair Mile Hospital,1870-01-01,2003-01-01
Hartwood Hospital,1895-01-01,1998-01-01
Lakeshore Psychiatric Hospital,1889-01-01,1979-01-01
Gartloch Hospital,1896-01-01,1996-01-01
Matteawan State Hospital for the Criminally Insane,1892-04-01,1977-01-01
Elmcrest Hospital,1942-01-01,2006-01-01
Netherne Hospital,1905-01-01,1994-01-01
Sunnyside Royal Hospital,1781-01-01,2011-01-01
Ely Hospital,1862-01-01,1996-01-01
Carlton Hayes Hospital,1904-01-01,1995-01-01
Rainhill Hospital,1851-01-01,1992-01-01
Mid Wales Hospital,1903-01-01,1999-01-01
"Old Manor Hospital, Salisbury",1813-01-01,2003-01-01
Whittingham Hospital,1873-04-01,1995-01-01
"West Park Hospital, Epsom",1923-01-01,2003-01-01
Warley Hospital,1853-01-01,2001-01-01
Sunbury Asylum,1879-01-01,1985-01-01
St Crispin's Hospital,1876-01-01,1995-01-01
"St Augustine's Hospital, Chartham",1875-01-01,1993-01-01
