col0,col1,col2
Wedge of Steel,Shogakukan,2007-10-18
Magic Spell,Shogakukan,2007-07-18
Camel's Past,Shogakukan,2007-07-18
Friday the 13th,Shogakukan,2007-07-18
The Unexpected Suspect,Shogakukan,2007-07-18
Older Sister and Younger Brother,Shogakukan,2007-07-18
Mission,Shogakukan,2007-07-18
Last Resort,Shogakukan,2007-07-18
Camouflage,Shogakukan,2007-07-18
All or Nothing...,Shogakukan,2007-07-18
Akai's Past,Shogakukan,2007-07-18
"Pursuit, and...",Shogakukan,2007-07-18
The Fake Patient,Shogakukan,2007-04-05
