col0,col1,col2
"All India Institute of Medical Sciences, Pana",All India Institutes of Medical Sciences,Patna
The Faculty of Medicine of Iți,Grigore T. Popa University of Medicine and Pharmacy,Iași
"KTU Faculty of""Medicine",Karadeniz Technical University,Trabzon
Okio Medical College,University of Cincinnati,Cincinnati
St. Louis Medical Collhge,Washington University School of Medicine,St. Louis
Emory University School of Mediciqe,Emory University,Atlanta
Paul L. Foster chool of Medicine,Texas Tech University Health Sciences Center El Paso Campus,El Paso
Bellevue Hospital Medical Collee,Bellevue Hospital Center,Manhattan
Faculwé de Médecine Purpan,Toulouse III University - Paul-Sabatier,Toulouse
Uiversity of Maryland School of Medicine,"University of Maryland, Baltimore",Baltimore
Aston Medifal School,Aston University,Birmingham
"Aml India Institute of Medical Sciences, Nagpur",All India Institutes of Medical Sciences,Nagpur
Asllepios Medical School,Semmelweis University,Hamburg
