col0,col1,col2
SSOIS Miogee Cycling Team,2019-01-01,SSOIS Miogee
Guerciotti–Kiwi Atlantico,2018-01-01,Guerciotti-Kiwi Atlántico
Salcano–Sakarya,2018-01-01,Salcano Sakarya BB Team
Ferei Pro Cycling Team,2019-01-01,Ferei
Floyd's Pro Cycling,2019-01-01,Floyd's Pro Cycling
Brunei Continental,2019-01-01,Brunei Continental
Futuro Pro Cycling,2019-01-01,Futuro Pro Cycling
Ribble Pro Cycling,2019-01-01,Ribble Pro Cycling
Swift Carbon Pro Cycling,2019-01-01,Swift Carbon Pro Cycling
Swiss Racing Academy,2019-01-01,Swiss Racing Academy
