col0,col1,col2
Oyo State House of Assembly,member of the Oyo State House of Assembly,32
Katsina State House of Assembly,member of the Katsina State House of Assembly,34
Kaduna State House of Assembly,member of the Kaduna State House of Assembly,34
Bauchi State House of Assembly,member of the Bauchi State House of Assembly,31
District Council of Chiniot,Chairman of District Council Chiniot,39
District Council of Nawabshah,Chairman of District Council Nawabshah,58
District Council of Swat,Chairman of District Council Swat,67
District Council of Mardan,Chairman of District Council Mardan,75
District Council of Okara,Chairman of District Council Okara,140
District Council of Kasur,Chairman of District Council Kasur,125
Municipal Corporation of Gujrat,Mayor of Gujrat,117
District Council of Rahim Yar Khan,Chairman of District Council Rahim Yar Khan,139
City of Johannesburg Municipal Council,Councillor of the City of Johannesburg Municipal Council,135
Provincial Assembly of Punjab Province,Member of the Provincial Assembly of the Punjab,297
Provincial Assembly of Sindh Province,Member of the Provincial Assembly of Sindh,130
Gyeonggi Province municipal council,Gyeonggi Province councilor,117
Faisalabad Municipal Corporation,Mayor of Faisalabad,157
Metropolitan Corporation Lahore,Mayor of Lahore,274
Gujarat Legislative Assembly,Member of the Gujarat Legislative Assembly,182
