col0,col1,col2,col3,col4
Deutsche Postbank,14758,Cash Group,Aktiengesellschaft,postal bank
Targobank,4494,Federal Association of German Banks,AG & Co. KGaA,business
PSD Bank Nürnberg,206,Bankcard-Servicenetz,Eingetragene Genossenschaft,cooperative bank
Deutsche Postbank,14758,Cash Group,Aktiengesellschaft,Principal Bank
PSD Bank Nürnberg,206,Bankcard-Servicenetz,Eingetragene Genossenschaft,direct bank
Edekabank,161,Bankcard-Servicenetz,Aktiengesellschaft,direct bank
Targobank,4494,Federal Association of German Banks,AG & Co. KGaA,financial institution
PSD Bank Nürnberg,206,Bankcard-Servicenetz,Eingetragene Genossenschaft,universal bank
Targobank,4494,Federal Association of German Banks,AG & Co. KGaA,universal bank
Edekabank,161,Bankcard-Servicenetz,Aktiengesellschaft,universal bank
Degussa Bank,786,Federal Association of German Banks,Aktiengesellschaft,universal bank
Baden-Württembergische Bank,3985,CashPool,Public law institute,universal bank
