col0,col1,col2,col3,col4
Katholieke Universiteit Leuven,Leuven,1968-01-01,open-access publisher,Coimbra Group
Lille Catholic University,Lille,1875-01-01,private not-for-profit educational institution,Couperin Consortium
Institut Catholique de Paris,6th arrondissement of Paris,1875-01-01,university building,Couperin Consortium
Pontifical Gregorian University,Rome,1551-01-01,ecclesiastical university,Unione romana biblioteche ecclesiastiche
Studium Theologicum Salesianum,Jerusalem,2004-09-01,pontifical university,Salesian Pontifical University
Pontifical Institute of Mediaeval Studies,Ontario,1929-01-01,pontifical university,World Digital Library
Catholic Institute of Higher Studies,La Roche-sur-Yon,1990-01-01,pontifical university,French Catholic Academy
Pontifical University Antonianum,Rome,1933-01-01,pontifical university,Unione romana biblioteche ecclesiastiche
Lille Catholic University,Lille,1875-01-01,pontifical university,Couperin Consortium
Institut Catholique de Paris,6th arrondissement of Paris,1875-01-01,pontifical university,Couperin Consortium
