col0,col1,col2,col3,col4,col5
Zur Rose AG,1993-01-01,Switzerland,Steckborn,Aktiengesellschaft,wholesale
Lafarge,1833-01-01,France,Paris,société anonyme,building material
Wolfsburg AG,1999-01-01,Germany,Wolfsburg,Aktiengesellschaft,automotive industry
Zur Rose AG,1993-01-01,Switzerland,Steckborn,Aktiengesellschaft,logistics
Sulzer,1834-01-01,Switzerland,Winterthur,Aktiengesellschaft,mechanical engineering
Izhorskiye Zavody,1722-01-01,Russia,Saint Petersburg,joint-stock company,mechanical engineering
AUTRONIC,1971-01-01,Czech Republic,Dübendorf,Aktiengesellschaft,electrical engineering
Tod's S.p.A.,1978-01-01,Italy,Sant'Elpidio a Mare,S.p.A.,textile
Kumagawa Railroad Yunomae Line,1989-04-26,Japan,Kumamoto Prefecture,joint-stock company,railway
10tacle Studios,2003-01-01,Germany,Darmstadt,Aktiengesellschaft,software
