col0,col1,col2
DB Cargo Czechia,2982000,40320000
ELTON hodinářská,-14617000,91916000
MTC - invest,-2310000,101485000
První chráněná dílna,-287000,230522000
Agrobanka,-29741000,53833000
SE - SOLAR II.,156558000,213173000
Bonami,1049000,91190000
PSJ Holding,-7393000,37030000
HTC Investments,408000,185195000
Fundlift,-789000,2364000
Fenestra Wieden,12315000,184143000
European Metals Holdings,-4655209,12399098
Borgis,29866000,206297000
PRAGOIMEX,-386000,158671000
HC electronics,19790000,152307000
Media-Invest Danmark,52491459,128941849
Research Institute of Brewing and Malting,-10160000,47808000
Mintos,13496,1550330
Pears Health Cyber,-8169000,139548000
Internet Info,2626000,44756000
