col0,col1,col2,col3,col4
Polytechnic Institute of Bragança,1983-01-01,Portugal,Bragança,open-access publisher
Wrocław University of Technology,1910-01-01,Poland,Wrocław,open-access publisher
Polytechnic Institute of Bragança,1983-01-01,Portugal,Bragança,academic institution
Ivanovo State Polytechnic University,2012-11-28,Russia,Ivanovo,educational institution
Northern Alberta Institute of Technology,1962-01-01,Canada,Alberta,institute
Warsaw University of Technology,1899-01-01,Poland,Warsaw,institute of technology
Auchi Polytechnic,1964-01-01,Nigeria,Auchi,UCL Institute of Education
Lodz University of Technology,1945-05-24,Poland,Łódź,public university
Ivanovo State Polytechnic University,2012-11-28,Russia,Ivanovo,polytechnic
Guangdong Industry Polytechnic,1999-01-01,People's Republic of China,Guangzhou,polytechnic
Bhola Polytechnic Institute,2005-01-01,Bangladesh,Burhanuddin Upazila,polytechnic
Rajganj Government Polytechnic,2009-01-01,India,Rajganj community development block,polytechnic
