col0,col1,col2,col3,col4
HMS Ystad,1976-12-10,Karlskrona shipyard,Bristol Proteus,Ystad-class missile boat
HMS Norrköping,1973-05-11,Karlskrona shipyard,Bristol Proteus,Koster-class mine countermeasures vessel
HMS Rigel,1954-10-14,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Regulus,1954-10-08,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Pollux,1954-10-11,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Polaris,1954-06-21,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Plejad,1954-05-21,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Västerås,1974-10-25,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Västervik,1975-01-15,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Varberg,1974-06-14,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Umeå,1975-05-15,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Strömstad,1976-09-24,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Piteå,1975-09-12,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Nynäshamn,1973-09-28,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Norrtälje,1974-02-01,Karlskrona shipyard,Bristol Proteus,Norrköping-class missile boat
HMS Virgo,1968-03-22,Karlskrona shipyard,Bristol Proteus,Spica-class torpedo boat
HMS Vega,1967-11-17,Karlskrona shipyard,Bristol Proteus,Spica-class torpedo boat
HMS Sirius,1966-12-15,Götaverken,Bristol Proteus,Spica-class torpedo boat
Astrea,1957-08-21,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
HMS Argo,1957-06-15,Lürssen,Daimler-Benz MB 518,Plejad-class torpedo boat
