col0,col1,col2,col3,col4
Verbrecher Verlag,book publishing company,1995-01-01,Jörg Sundermeier,Germany
Fantagraphics Books,book publishing company,1976-01-01,Gary Groth,United States of America
Edition Moderne,book publishing company,1981-01-01,Wolfgang Bortlik,Switzerland
Dupuis,book publishing company,1922-01-01,Jean Dupuis,Belgium
Hakusensha,book publishing company,1973-01-01,Shueisha,Japan
Dark Horse Comics,book publishing company,1986-01-01,Mike Richardson,United States of America
Tokyopop,book publishing company,1997-01-01,Stu Levy,Germany
Marvel Comics,book publishing company,1939-01-01,Martin Goodman,United States of America
Rue de Sèvres,comics publishing company,2013-01-01,Louis Delas,France
Opera Graphica,comics publishing company,1998-01-01,Franco de Rosa,Brazil
Record Publishing House,comics publishing company,1940-01-01,Alfredo Machado,Brazil
EBAL,comics publishing company,1945-05-18,Adolfo Aizen,Brazil
