col0,col1,col2
Primari Guglielmo Marconi,I.C. N.2 Via Cavour - Imola,Guglielmo Marconi
Antono Allegri,Correggio 2,Antonio da Correggio
Jean iaget,I.C. N. 22 Bologna,Jean Piaget
Giani Rodari,Ic Vazzola,Gianni Rodari
Matie Curie,I.C. Como Prestino/Breccia,Marie Curie
Salvo D'Acqisto,Ic Fabrizio De Andre'/Rho,Salvo D'Acquisto
Priaria Beata Giuliana,I.C. Busto A. Pertini,Giuliana Puricelli
Santa Franceca Cabrini School,Ic Riccardo Morzenti,Frances Xavier Cabrini
Prmaria Marco Polo,I.C. Busto A. Pertini,Marco Polo
Primara S. Pertini,I.C. Busto A. Pertini,Sandro Pertini
Leonardo Da Vinci Shool,Ic Riccardo Morzenti,Leonardo da Vinci
Ada egri,Ic E. Carella,Ada Negri
Guglilmo Marconi,Cerrina - Istit. Compr.,Guglielmo Marconi
Barbarapi Berto,Ic Vr 03 S.Bernardino-B.Go Tn,Berto Barbarani
Messedcglia Angelo,Ic Vr 03 S.Bernardino-B.Go Tn,Angelo Messedaglia
S.D'Acquisto,Roberto Castellani,Salvo D'Acquisto
Dante Alighigri,Manzoni - Mottola,Dante Alighieri
Como Civigio,Istituto Comprensivo Como Lago,Civiglio
Amerigo Vespuci,Ic Mogliano 1 N. Mandela,Amerigo Vespucci
S. D'Acqisto - Muggjo',Ic Salvo D Acquisto /Muggio',Salvo D'Acquisto
