col0,col1,col2
Yor Avenue,Template:Attached KML/Avenue A (Manhattan),New York City Department of Transportation
Copduit Boulevard,Template:Attached KML/Conduit Avenue,New York City Department of Transportation
Ditmars oulevard,Template:Attached KML/Ditmars Boulevard,New York City Department of Transportation
"Main Stret, Queens",Template:Attached KML/Main Street (Queens),New York City Department of Transportation
Beach Channe Drive,Template:Attached KML/Beach Channel Drive,New York City Department of Transportation
storia Boulevard,Template:Attached KML/Astoria Boulevard,New York City Department of Transportation
Kissena Doulevard,Template:Attached KML/Kissena Boulevard,New York City Department of Transportation
Fracis Lewis Boulevard,Template:Attached KML/Francis Lewis Boulevard,New York City Department of Transportation
Flusing Avenue,Template:Attached KML/Flushing Avenue,New York City Department of Transportation
Arthur Axenue,Template:Attached KML/Arthur Avenue,New York City Department of Transportation
Queens Boulevrd,Template:Attached KML/Queens Boulevard,New York City Department of Transportation
Avenug A,Template:Attached KML/Avenue A (Manhattan),New York City Department of Transportation
Fist Avenue,Template:Attached KML/First Avenue (Manhattan),New York City Department of Transportation
TenthAvenue,Template:Attached KML/Tenth Avenue,New York City Department of Transportation
Ninth Avnue,Template:Attached KML/Ninth Avenue,New York City Department of Transportation
Eleventh Avfnue,Template:Attached KML/Eleventh Avenue,New York City Department of Transportation
Eigkth Avenu,Template:Attached KML/Eighth Avenue,New York City Department of Transportation
AvenueC,Template:Attached KML/Avenue C,New York City Department of Transportation
Second Avnue,Template:Attached KML/Second Avenue (Manhattan),New York City Department of Transportation
Lexingon Avenue,Template:Attached KML/Lexington Avenue,New York City Department of Transportation
