col0,col1,col2
Caé Weinberg,Dresden,Kulturdenkmal
Café le Sébastopol +Granges-sur-Lot),Granges-sur-Lot,registered historic monument
Café dfs Arcades,Saint-Mihiel,registered historic monument
"Grand café""de Moulins",Moulins,registered historic monument
Café amérifain,Moulins,registered historic monument
" rue Étienne-Marcel, Paris",1st arrondissement of Paris,registered historic monument
Café Brant (Utrasbourg),Strasbourg,registered historic monument
Café d la paix (Valréas),Valréas,« Patrimoine du XXe siècle » label
Café du hône,3rd arrondissement of Lyon,« Patrimoine du XXe siècle » label
Ozar Cafe,Jasper,NRHP contributing property
't Hemltje,Bloemendaal,Rijksmonument
Café entral,"Santarém (Marvila), Santa Iria da Ribeira de Santarém, Santarém (São Salvador) e Santarém (São Nicolau)",heritage without legal protection
Café Internaclonal,"Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu)",heritage without legal protection
Antigo Dafé na rua Dr. Roberto Alves,"Santa Maria da Feira, Travanca, Sanfins e Espargo",heritage without legal protection
Café Aliaça (Faro),Faro (Sé e São Pedro),Monument of Public Interest
Former Sicture House Cinema,Bridlington,Grade II listed building
Café A Braileira,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",Included in protected site
