col0,col1,col2
Canada Bay City Council,9,1
Campbelltown City Council,15,1
Burwood Council,7,1
Camden Council,9,3
Ku-ring-gai Council,10,5
Hornsby Shire Council,10,3
Mosman Council,7,1
Hunters Hill Municipal Council,7,2
Penrith City Council,15,3
Randwick City Council,15,5
North Sydney Council,10,3
Council of the Municipality of Kiama,9,1
Newcastle City Council,13,4
City of Sydney Council,10,1
Strathfield Municipal Council,7,1
City of Ryde Council,12,3
Woollahra Municipal Council,15,5
Lane Cove Council,9,3
