col0,col1,col2,col3
National Assembly,Kenya,349,Kenya
Chamber of Deputies,Mexico,500,Mexico
House of Representatives,Egypt,596,Egypt
Chamber of Deputies,Uruguay,99,Uruguay
National Council of Austria,Austria,183,Austria
National Council of Switzerland,Switzerland,200,Switzerland
Chamber of Deputies of Italy,Italy,630,Italy
Sejm of the Republic of Poland,Poland,460,Poland
Chamber of Representatives,Belgium,150,Belgium
Congress of Deputies,Spain,350,Spain
Dáil Éireann,Ireland,160,Ireland
House of Representatives,Japan,465,Japan
House of Representatives of Puerto Rico,Puerto Rico,51,United States of America
Newfoundland and Labrador House of Assembly,Newfoundland and Labrador,40,Canada
Legislative Assembly of New Brunswick,New Brunswick,49,Canada
Nova Scotia House of Assembly,Nova Scotia,51,Canada
Legislative Assembly of Manitoba,Manitoba,57,Canada
Chamber of Deputies of Santa Fe,Santa Fe Province,50,Argentina
Chamber of Deputies of San Luis,San Luis Province,43,Argentina
Chamber of Deputies of Salta,Salta Province,60,Argentina
