col0,col1,col2,col3
Agreement for Change,socialism,2016-05-13,2017-01-01
Catalunya Sí que es Pot,feminism,2015-07-19,2017-10-28
Forza Nazzjonali,liberalism,2017-04-01,2017-12-01
Unity,liberalism,2014-01-14,2014-04-06
Left Front (France),communism,2009-01-01,2016-07-06
Unity for Socialism,communism,1980-01-01,1981-01-01
Democratic Agreement for Catalonia,autonomism,1977-05-03,1978-01-01
Bonino-Pannella List,radicalism,2009-01-01,2012-01-01
Union of the Centre and Christian Democracy of Catalonia,centre-right,1977-01-01,1978-01-01
Pacte Progressista,left-wing,1996-01-01,2007-01-01
