col0,col1,col2,col3
Italian submarine Enrico Toti,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Durbo,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Diaspro,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Dessiè,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Delfino,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Dagabur,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Corallo,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Console Generale Liuzzi,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Berillo,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Beilul,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Axum,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Ascianghi,World War II,Kingdom of Italy,Royal Italian Army
Italian submarine Aradam,World War II,Kingdom of Italy,Royal Italian Army
Yugoslav submarine Smeli,World War II,Kingdom of Italy,Royal Italian Army
