col0,col1,col2,col3
Roshchino International Airport,1968-01-01,airport,13km northwest of the city centre
Ushuaia – Malvinas Argentinas International Airport,1995-11-27,airport,4 km/2.5 mi south of the center of Ushuaia
Umeå Airport,1961-01-01,airport,"lies 4 kilometres east of the city center, on the edge of the city."
Simon Mwansa Kapwepwe International Airport,1938-01-01,airport,located about three kilometres from downtown
Irkutsk International Airport,1933-01-01,airport,is 5km east of the city center.
Atlantic City International Airport,1942-01-01,airport,located about 9 miles to the west of Atlantic City along the Atlantic City Expressway
Adana Şakirpaşa Airport,1937-01-01,airport,located in the city outskirts
Dunedin International Airport,1962-01-01,airport,about 30 km (19 mi) west of town
Eindhoven Airport,1932-01-01,airport,located just {{km|5}} outside the city
Sir Seretse Khama International Airport,1984-01-01,airport,about 15 km north of central Gaborone
