col0,col1,col2,col3,col4
Automobiles Bernardet,1957-01-01,1921-01-01,automotive industry,société anonyme
Automobiles Barré,1930-01-01,1908-01-01,automotive industry,société anonyme
Motobloc,1930-01-01,1902-01-01,automotive industry,société anonyme
Brandenburgische Motorenwerke,1939-01-01,1936-01-01,Arms industry,Gesellschaft mit beschränkter Haftung
Ariel Motorcycles,1970-01-01,1902-01-01,automotive industry,private company limited by shares
ABC Motors,1951-01-01,1912-01-01,automotive industry,private company limited by shares
Rover Company,1967-01-01,1896-06-13,automotive industry,public limited company
JA Prestwich Industries,1964-01-01,1895-01-01,automotive industry,public limited company
SeAZ,2013-01-01,1939-01-01,automotive industry,public company
Ardie,1958-01-01,1919-01-01,automotive industry,GmbH
Kroboth,1955-01-01,1949-01-01,automotive industry,GmbH
Gutbrod,1996-01-01,1926-01-01,automotive industry,GmbH
Zündapp,1984-01-01,1917-01-01,automotive industry,GmbH
Fafnir,1926-01-01,1894-01-01,automotive industry,Aktiengesellschaft
Mars,1958-01-01,1873-01-01,automotive industry,Aktiengesellschaft
Triumph,1956-01-01,1884-01-01,automotive industry,Aktiengesellschaft
Cudell,1908-01-01,1897-01-01,automotive industry,Aktiengesellschaft
Brennabor,1945-01-01,1871-01-01,automotive industry,Aktiengesellschaft
Adler,1992-01-01,1880-01-01,automotive industry,Aktiengesellschaft
Mauser,1945-01-01,1811-01-01,manufacturing,limited liability company
