col0,col1,col2,col3,col4
Bilbo Fútbol Sala,Tercera División de Futsal,football club,futsal,Pabellón Municipal de Deportes La Casilla
S.L. Benfica,Liga Portuguesa de Futsal,football club,futsal,Pavilhão da Luz Nº 1
Santiago Futsal,Primera División de Futsal,football club,futsal,Pabellón Multiusos Fontes do Sar
MFK Lokomotiv Kharkiv,Extra-Liga,football club,futsal,"Palace of Sports ""Lokomotiv"""
FS RCD Espanyol,Primera División de Futsal,football club,futsal,Palau Municipal d'Esports de Badalona
Caja Segovia FS,Primera División de Futsal,football club,futsal,Pabellón Pedro Delgado
Skövde AIK,Swedish Football Division 2,football club,futsal,Södermalms IP
AE Manacor,Primera División de Futsal,football club,futsal,Palau Municipal d'Esports Son Moix
MFC Shakhtar Donetsk,Extra-Liga,football club,futsal,Druzhba Arena
KMF Ekonomac Kragujevac,Prva Futsal Liga,football club,futsal,Jezero Hall
MFK Dinamo Moskva,Russian Futsal Super League,football club,futsal,Druzhba Multipurpose Arena
MNK Split Brodosplit Inženjering,Croatian 1.HMNL,football club,futsal,Arena Gripe
Ourense FS,Segunda División B de Futsal,football club,futsal,Pazo dos Deportes Paco Paz
