col0,col1,col2,col3
Calcutta National Medical College,West Bengal University of Health Sciences,1948-01-01,Kolkata district
Bankura Sammilani Medical College,West Bengal University of Health Sciences,1956-01-01,Bankura district
Veer Surendra Sai Medical College,Sambalpur University,1959-01-01,Burla
Assam Medical College,Srimanta Sankaradeva University of Health Sciences,1947-11-03,Dibrugarh
Gandhi Medical College,Kaloji Narayana Rao University of Health Sciences,1954-01-01,Secunderabad
Burdwan Medical College,West Bengal University of Health Sciences,1969-01-01,Bardhaman
Mahamaya Rajkiya Allopathic Medical College,Avadh University,2010-01-01,Ambedkar Nagar district
Maharani Laxmi Bai Medical College,Bundelkhand University,1968-01-01,Jhansi
Christian Medical College Ludhiana,Baba Farid University of Health Sciences,1894-01-01,Ludhiana
"Mahatma Gandhi Memorial Medical College, Jamshedpur",Kolhan University,1961-01-01,Jamshedpur
Gauhati Medical College and Hospital,Srimanta Sankaradeva University of Health Sciences,1960-01-01,Guwahati
Tripura Medical College & Dr. B.R. Ambedkar Memorial Teaching Hospital,Tripura University,2005-01-01,Agartala
"Government Medical College, Thiruvananthapuram",Kerala University of Health Sciences,1951-01-01,Thiruvananthapuram
Sawai ManSingh Medical College,Rajasthan University of Health Sciences,1947-01-01,Jaipur
