col0,col1,col2,col3,col4
"HHE Report No. MHETA-86-528-1889, McGraw-Edison, Canonsburg, Pennsylvania",1988-03-01,asbestos,Wayne T. Sanderson,National Institute for Occupational Safety and Health
"HHE Report No. HETA-89-0001-2436, General Electric Corporation, Evendale, Ohio",1994-07-01,"4,4′-methylenedianiline",Gregory A. Burr,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-85-254-1722, United Technologies Diesel Systems, Springfield, Massachusetts",1986-08-01,cobalt,Gregory A. Burr,National Institute for Occupational Safety and Health
"HHE Report No. HETA-88-156-1984, Georgia Gulf Corporation, Tiptonville, Tennessee",1989-08-01,polyvinyl chloride,Geoffrey M. Calvert,National Institute for Occupational Safety and Health
"HHE Report No. HETA-80-035-1635, Bofors-Nobel/Lakeway Corporation, Muskegon, Michigan",1985-11-01,dinitrochlorobenzene,Mitchell Singal,National Institute for Occupational Safety and Health
Hydrogen sulfide poisoning kills two,1996-03-22,hydrogen sulfide,Nebraska Department of Labor,National Institute for Occupational Safety and Health
"HHE Report No. HETA-86-428-1910, Commonwealth of Kentucky, Department of Transportation, Manchester, Kentucky",1988-06-01,lead,Raymond L. Ruhe,National Institute for Occupational Safety and Health
"HHE Report No. HETA-85-131-1731, Hexcel Corporation, Dublin, California",1986-09-01,mercury,Theodore W. Thoburn,National Institute for Occupational Safety and Health
"HHE Report No. HETA-84-404-1579, Florida State Archives, Tallahassee, Florida",1985-04-01,ethylene oxide,Michael S. Crandall,National Institute for Occupational Safety and Health
"HHE Report No. HETA-86-138-2017, Memphis Fire Department, Memphis, Tennessee",1990-02-01,noise-induced hearing loss,Randy L. Tubbs,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-2004-0146-2947, Transportation Security Administration, Miami International Airport, Miami, Florida",2004-12-01,carbon monoxide,Randy L. Tubbs,National Institute for Occupational Safety and Health
Lieutenant suffers fatal heart attack during training - Ohio,2010-06-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Captain collapses at a structure/grass fire and dies 9 days later - Oklahoma,2012-02-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
Fire fighter suffers sudden cardiac death during structure fire response - Mississippi,2010-12-01,public security,Thomas R. Hales,National Institute for Occupational Safety and Health
"HHE Report No. HETA-91-338-2187, IMC Corporation, Sterlington, Louisiana",1992-03-01,asbestos,Max J. Kiefer,National Institute for Occupational Safety and Health
"HHE Report No. HETA-91-393-2171, Georgia Metals, Inc., Powder Springs, Georgia",1991-12-01,lead,Max J. Kiefer,National Institute for Occupational Safety and Health
"In-depth survey report: partnering to control dust from fiber-cement siding, Twickenham Square, Huntsville, Alabama",2014-04-01,quartz,Alan S. Echt,National Institute for Occupational Safety and Health
"HHE Report No. HETA-95-0200-2579, Jim Dixon Lincoln-Mercury, Inc., Fairfield, Ohio",1996-05-01,carbon monoxide,Alan S. Echt,National Institute for Occupational Safety and Health
"HHE Report No. HETA-88-240-2210, The Mueller Company, Decatur, Illinois",1992-05-01,lead,Alan S. Echt,National Institute for Occupational Safety and Health
Laborer dies from fall through skylight while shoveling snow on roof,1999-09-24,snow shoveling,Wisconsin Department of Health Services,National Institute for Occupational Safety and Health
"Farm worker asphyxiated in grain silo in Indiana, November 1, 1986",1987-05-11,nitrous oxide,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
Insufficient oxygen level in sewer claims the life of plumbing contractor in Georgia,1986-09-29,methane,National Institute for Occupational Safety and Health,National Institute for Occupational Safety and Health
"Industrial hygiene walk-through survey report of Industrial Heating and Finishing Co., Inc., Pelham, Alabama, report no. IWS-157-22",1987-05-12,ethyl acrylate,"Charles S. McCammon, Jr.",National Institute for Occupational Safety and Health
"Dioxin registry report for Amchem Products, Incorporated, Ambler, Pennsylvania, report no. IWS-117-21",1991-01-01,"2,3,7,8-tetrachlorodibenzo-p-dioxin",David A. Marlow,National Institute for Occupational Safety and Health
"Health hazard evaluation report: HETA-89-183-2101, Andrew Jackson Junior High School, Cross Lanes, West Virginia",1991-02-01,carbon dioxide,Sherry L. Baron,National Institute for Occupational Safety and Health
"Asbestos dust and preliminary industrial hygiene survey Raybestos- Manhattan, Manheim, Pennsylvania",1971-11-16,asbestos,John M. Dement,National Institute for Occupational Safety and Health
